humidity,temperature,rain,pressure,weather
71.69,27.05,1,1011,Rainy
69.12,27.15,1,1011,Rainy
71.44,27.11,1,1013,Rainy
69.19,27.15,1,1014,Rainy
66.19,27.25,1,1015,Rainy
66.44,27.23,1,1010,Rainy
67.44,27.33,1,1014,Rainy
58.38,28.31,0,1012,Cloudy
64.81,27.54,0,1010,Cloudy
63.12,27.58,0,1015,Cloudy
53.06,28.08,0,1010,Cloudy
52.75,27.46,1,1016,Rainy
58.25,28.22,0,1013,Cloudy
64.12,29.11,0,1014,Cloudy
64.06,28.83,0,1015,Cloudy
54.31,28.83,0,1012,Cloudy
54.81,29.08,0,1016,Cloudy
55.25,28.83,0,1010,Cloudy
60.62,29.08,0,1010,Cloudy
67.81,28.74,0,1015,Cloudy
71,28.36,0,1014,Cloudy
67.5,28.82,0,1011,Cloudy
70.5,28.6,0,1012,Cloudy
69.81,28.27,0,1013,Cloudy
70,28.05,0,1016,Cloudy
58.75,28.36,0,1016,Cloudy
60.44,28.34,0,1013,Cloudy
60.94,28.65,0,1014,Cloudy
60,28.1,0,1016,Cloudy
71.94,27.44,1,1012,Rainy
70.31,27.72,0,1010,Cloudy
68.75,28.05,0,1011,Cloudy
69.38,27.89,0,1015,Cloudy
68.25,27.78,0,1010,Cloudy
69.25,27.9,0,1016,Cloudy
57.88,28.9,0,1010,Cloudy
50.19,29.01,0,1014,Cloudy
58.69,29.69,0,1010,Sunny
51.69,30.33,0,1010,Sunny
49.25,29.69,0,1013,Sunny
44.94,28.65,0,1011,Cloudy
47.19,28.58,0,1011,Cloudy
55.06,28.51,0,1011,Cloudy
66.62,28.25,0,1012,Cloudy
69.31,28.62,0,1012,Cloudy
71.88,28.96,0,1014,Cloudy
70.5,28.99,0,1015,Cloudy
67.5,29.27,0,1015,Cloudy
67.5,29.12,0,1010,Cloudy
69.94,28.68,0,1013,Cloudy
59.94,29.26,0,1011,Cloudy
63,29.69,0,1012,Sunny
58.12,30.07,0,1010,Sunny
53.31,30.44,0,1014,Sunny
59.94,30.23,0,1010,Sunny
70.5,28.73,0,1015,Cloudy
70.75,28.23,0,1014,Cloudy
77.62,27.98,0,1015,Cloudy
73.94,28.54,0,1016,Cloudy
75,28.71,0,1016,Cloudy
78.44,28,0,1011,Cloudy
75.88,28.48,0,1012,Cloudy
66.06,28.92,0,1016,Cloudy
72.38,28.36,0,1014,Cloudy
75.19,28.37,0,1012,Cloudy
74.31,28.32,0,1016,Cloudy
77.44,28.26,0,1013,Cloudy
85.06,26.78,1,1011,Rainy
72,28.44,0,1010,Cloudy
76.5,28.68,0,1010,Cloudy
73.69,28.65,0,1014,Cloudy
72.94,28.76,0,1011,Cloudy
71.19,29.04,0,1014,Cloudy
69.19,29.64,0,1012,Sunny
72.12,29.33,0,1016,Cloudy
73.31,29.05,0,1016,Cloudy
71.31,29.42,0,1014,Cloudy
71.44,29.94,0,1011,Sunny
73.94,29.3,0,1016,Cloudy
72.62,28.99,0,1012,Cloudy
72.62,29.08,0,1016,Cloudy
75,29.37,0,1014,Cloudy
73.25,30.12,0,1016,Sunny
75,29.8,0,1013,Sunny
78.69,29.14,0,1015,Cloudy
78.88,28.96,0,1011,Cloudy
75.38,29.37,0,1010,Cloudy
75.12,29.3,0,1014,Cloudy
75.19,29.31,0,1013,Cloudy
74.25,29.37,0,1010,Cloudy
76.69,29.67,0,1011,Sunny
76.81,29.46,0,1012,Cloudy
78.06,29.16,0,1015,Cloudy
77.75,29.26,0,1012,Cloudy
78.69,29.26,0,1011,Cloudy
79.94,29.26,0,1014,Cloudy
81.12,28.93,0,1016,Cloudy
78.56,29.19,0,1013,Cloudy
77,29.38,0,1015,Cloudy
78.19,29.09,0,1010,Cloudy
76.38,29.11,0,1013,Cloudy
75.38,29.33,0,1012,Cloudy
74.5,29.36,0,1011,Cloudy
75.75,29.37,0,1016,Cloudy
76.06,29.3,0,1010,Cloudy
75,29.58,0,1012,Sunny
73.81,29.58,0,1011,Sunny
74.81,29.51,0,1013,Sunny
78.12,29.2,0,1013,Cloudy
75.69,29.65,0,1013,Sunny
74.81,29.69,0,1013,Sunny
74.62,29.67,0,1011,Sunny
72.69,30.23,0,1016,Sunny
74.75,29.43,0,1016,Cloudy
75,29.24,0,1011,Cloudy
74.25,29.51,0,1014,Sunny
76,29.44,0,1011,Cloudy
78.56,29.48,0,1013,Cloudy
80.31,29.15,0,1010,Cloudy
80,29.02,0,1011,Cloudy
70.44,29.76,0,1011,Sunny
74.19,29.65,0,1014,Sunny
80.06,29.15,0,1011,Cloudy
83.44,28.7,0,1010,Cloudy
80.12,29.08,0,1012,Cloudy
78.44,29.16,0,1011,Cloudy
74.06,29.94,0,1015,Sunny
78.56,29.68,0,1015,Sunny
79.75,29.65,0,1015,Sunny
80.62,29.55,0,1010,Sunny
78.19,29.24,0,1016,Cloudy
80.12,28.19,0,1010,Cloudy
80.38,28.83,0,1010,Cloudy
82.19,28.72,0,1012,Cloudy
82.31,28.01,0,1013,Cloudy
82.19,28.92,0,1015,Cloudy
80.69,29.35,0,1013,Cloudy
83,28.69,0,1016,Cloudy
82.81,28.96,0,1014,Cloudy
81,28.91,0,1012,Cloudy
86.12,28.24,0,1010,Cloudy
83.56,28.94,0,1010,Cloudy
84.62,29.12,0,1014,Cloudy
83.38,28.66,0,1013,Cloudy
77.75,28.74,0,1015,Cloudy
82.81,27.91,0,1015,Cloudy
78.38,28.09,0,1014,Cloudy
81.19,28.28,0,1010,Cloudy
86.06,27.79,0,1016,Cloudy
85.94,27.94,0,1016,Cloudy
81.81,28.01,0,1012,Cloudy
81.44,28.25,0,1010,Cloudy
81.62,28.22,0,1016,Cloudy
80.25,28.15,0,1015,Cloudy
81.56,27.96,0,1012,Cloudy
83.5,28.03,0,1015,Cloudy
85.5,28.1,0,1014,Cloudy
86.94,28.1,0,1012,Cloudy
87.94,28.05,0,1013,Cloudy
87.19,27.76,0,1010,Cloudy
83.56,27.94,0,1014,Cloudy
86.62,27.71,0,1014,Cloudy
85.94,28.01,0,1011,Cloudy
87.5,27.66,0,1013,Cloudy
87.5,27.62,0,1013,Cloudy
86.44,27.94,0,1014,Cloudy
87.69,27.8,0,1012,Cloudy
83.69,27.73,0,1011,Cloudy
85.44,27.39,1,1016,Rainy
86.06,27.65,0,1016,Cloudy
88.5,27.33,1,1013,Rainy
85.94,27.46,1,1015,Rainy
87.06,27.48,1,1010,Rainy
87.62,27.55,0,1013,Cloudy
89.12,27.14,1,1011,Rainy
86.75,27.09,1,1012,Rainy
84.25,26.84,1,1015,Rainy
84.75,27.3,1,1013,Rainy
84.31,27.62,0,1015,Cloudy
87.12,27.26,1,1012,Rainy
84.12,26.76,1,1016,Rainy
85.69,26.43,1,1013,Rainy
81.69,26.52,1,1015,Rainy
82.5,27.05,1,1014,Rainy
85.5,26.89,1,1014,Rainy
84.88,26.98,1,1013,Rainy
86.62,27.17,1,1015,Rainy
85.62,26.66,1,1012,Rainy
86.88,27.11,1,1012,Rainy
87.94,26.95,1,1015,Rainy
83.62,27.44,1,1013,Rainy
86.69,27.5,0,1015,Cloudy
89.44,27.39,1,1010,Rainy
88.56,27.22,1,1013,Rainy
82.12,27.35,1,1011,Rainy
87.62,27.25,1,1014,Rainy
89.12,27.33,1,1013,Rainy
86,27.52,0,1012,Cloudy
88.38,27.44,1,1013,Rainy
89.25,27.33,1,1012,Rainy
87.62,27.45,1,1013,Rainy
89.56,27.25,1,1014,Rainy
87.81,27.25,1,1012,Rainy
87.62,27.1,1,1011,Rainy
89.81,27.11,1,1015,Rainy
87.81,27.22,1,1016,Rainy
87.5,27.25,1,1010,Rainy
89.19,27.15,1,1014,Rainy
90.38,27.05,1,1014,Rainy
90.75,27.01,1,1014,Rainy
89.88,26.83,1,1013,Rainy
90.88,26.67,1,1014,Rainy
89.81,26.53,1,1010,Rainy
88.62,26.67,1,1011,Rainy
87.56,26.44,1,1015,Rainy
89.25,26.03,1,1013,Rainy
87.06,26.24,1,1010,Rainy
88.25,26.37,1,1013,Rainy
88.94,26.39,1,1016,Rainy
85.69,26.41,1,1010,Rainy
84.25,26.52,1,1015,Rainy
85.81,26.83,1,1010,Rainy
87.75,26.84,1,1011,Rainy
88.06,26.94,1,1010,Rainy
89.25,26.8,1,1014,Rainy
89.31,26.38,1,1016,Rainy
87.12,26.4,1,1011,Rainy
88.81,26.66,1,1013,Rainy
90.12,26.64,1,1015,Rainy
89.69,26.73,1,1014,Rainy
88.81,26.8,1,1010,Rainy
90.88,26.78,1,1015,Rainy
92.12,26.65,1,1012,Rainy
88.56,26.62,1,1014,Rainy
88.75,26.9,1,1014,Rainy
88.69,26.89,1,1010,Rainy
90.5,26.78,1,1016,Rainy
89.81,26.55,1,1013,Rainy
89.19,26.11,1,1013,Rainy
89.69,26.11,1,1011,Rainy
89.06,26.4,1,1015,Rainy
89.31,26.39,1,1015,Rainy
88.12,26.57,1,1015,Rainy
90.19,26.23,1,1010,Rainy
86.44,25.73,1,1016,Rainy
82.94,26.92,1,1016,Rainy
86.88,27.12,1,1012,Rainy
84.19,27.38,1,1014,Rainy
89.38,27.23,1,1013,Rainy
86,27.32,1,1012,Rainy
83.88,27.48,1,1013,Rainy
88.25,27.38,1,1015,Rainy
88.94,26.86,1,1013,Rainy
86,27.15,1,1012,Rainy
85.19,27.51,0,1014,Cloudy
84.44,27.44,1,1016,Rainy
82.12,27.45,1,1012,Rainy
81.88,27.43,1,1011,Rainy
82.94,27.26,1,1015,Rainy
83,27.3,1,1013,Rainy
83.12,27.25,1,1013,Rainy
83,27.44,1,1016,Rainy
86,27.12,1,1012,Rainy
84.12,27.3,1,1016,Rainy
81.5,27.48,1,1014,Rainy
84.38,27.5,0,1013,Cloudy
84.69,27.26,1,1014,Rainy
85.94,27.56,0,1010,Cloudy
83.69,27.93,0,1016,Cloudy
82.94,27.9,0,1010,Cloudy
86.44,27.62,0,1012,Cloudy
83.88,27.25,1,1010,Rainy
83.25,27.23,1,1015,Rainy
81.69,27.69,0,1016,Cloudy
83.06,27.81,0,1012,Cloudy
82.81,27.74,0,1010,Cloudy
84.81,27.5,0,1013,Cloudy
82.88,27.86,0,1015,Cloudy
84.25,27.55,0,1016,Cloudy
82.62,27.55,0,1013,Cloudy
82.81,27.62,0,1016,Cloudy
82.06,27.81,0,1014,Cloudy
85.25,27.3,1,1016,Rainy
84.06,27.45,1,1011,Rainy
82,27.84,0,1014,Cloudy
83.38,28.12,0,1010,Cloudy
84.94,27.94,0,1013,Cloudy
85.62,27.44,1,1012,Rainy
80.62,27.58,0,1011,Cloudy
77.56,27.3,1,1013,Rainy
77.62,27.51,0,1014,Cloudy
76.38,28.13,0,1010,Cloudy
83.5,27.12,1,1010,Rainy
82.62,26.69,1,1015,Rainy
76.62,27.76,0,1016,Cloudy
81.81,27.65,0,1012,Cloudy
83.12,26.31,1,1012,Rainy
78.56,27.11,1,1012,Rainy
77.75,27.26,1,1012,Rainy
79.5,27.65,0,1012,Cloudy
85.69,26.62,1,1010,Rainy
75.88,27.48,1,1014,Rainy
80.25,27.09,1,1016,Rainy
77.88,27.42,1,1014,Rainy
78.06,27.44,1,1014,Rainy
78.56,27.35,1,1012,Rainy
77.81,27.52,0,1012,Cloudy
76.56,27.87,0,1010,Cloudy
78.5,28,0,1011,Cloudy
71.31,28.37,0,1011,Cloudy
73.25,27.86,0,1016,Cloudy
76.12,27.46,1,1012,Rainy
67.62,27.52,0,1010,Cloudy
66.69,27.78,0,1016,Cloudy
71.69,28.23,0,1014,Cloudy
79,28.02,0,1010,Cloudy
84.75,27.43,1,1014,Rainy
82.19,27.7,0,1012,Cloudy
81,27.72,0,1010,Cloudy
72.31,28.55,0,1010,Cloudy
75.06,28.12,0,1015,Cloudy
79.12,27.7,0,1011,Cloudy
79.12,26.94,1,1014,Rainy
84.81,26.66,1,1012,Rainy
76.94,28.4,0,1013,Cloudy
75.62,28.69,0,1011,Cloudy
84.94,27.33,1,1014,Rainy
85.56,27.42,1,1012,Rainy
81.88,27.55,0,1015,Cloudy
70.31,27.62,0,1011,Cloudy
78.88,27.44,1,1015,Rainy
79.5,26.88,1,1013,Rainy
77.44,26.68,1,1013,Rainy
80.81,26.58,1,1014,Rainy
81,27.21,1,1015,Rainy
76.94,27.75,0,1012,Cloudy
76.56,27.53,0,1013,Cloudy
78.75,27.27,1,1010,Rainy
81.56,27.15,1,1015,Rainy
82,27,1,1014,Rainy
81.06,26.96,1,1010,Rainy
70.12,28.05,0,1012,Cloudy
70.69,28.43,0,1014,Cloudy
67.62,28.05,0,1013,Cloudy
61.88,27.48,1,1014,Rainy
62.19,27.52,0,1015,Cloudy
69.75,28.38,0,1015,Cloudy
67.5,28.08,0,1012,Cloudy
68.56,27.77,0,1013,Cloudy
66.75,27.76,0,1013,Cloudy
62.44,27.8,0,1016,Cloudy
65.44,27.92,0,1016,Cloudy
66.75,28.39,0,1013,Cloudy
66.38,28.08,0,1012,Cloudy
64.81,26.35,1,1015,Rainy
58.75,26.46,1,1016,Rainy
58.19,27.64,0,1016,Cloudy
60.56,27.52,0,1014,Cloudy
64.69,27.87,0,1016,Cloudy
68.12,27.73,0,1015,Cloudy
71,27.62,0,1014,Cloudy
70.31,27.65,0,1012,Cloudy
69.25,27.36,1,1012,Rainy
71,26.83,1,1014,Rainy
71.75,26.8,1,1015,Rainy
66.38,26.94,1,1010,Rainy
62.12,27.24,1,1016,Rainy
70.19,27.75,0,1014,Cloudy
71.88,28.02,0,1012,Cloudy
73.88,27.89,0,1013,Cloudy
69.31,28.43,0,1011,Cloudy
57.12,28.48,0,1016,Cloudy
65.5,27.37,1,1015,Rainy
64.81,28,0,1010,Cloudy
71.19,27.62,0,1016,Cloudy
62.62,28.07,0,1010,Cloudy
62.81,27.37,1,1013,Rainy
63.62,27.28,1,1016,Rainy
65.06,27.28,1,1010,Rainy
67.19,27.22,1,1014,Rainy
68.06,27.48,1,1013,Rainy
71.69,27.61,0,1016,Cloudy
71.38,27.61,0,1015,Cloudy
70.56,27.41,1,1012,Rainy
71.38,27.45,1,1012,Rainy
76.56,26.58,1,1011,Rainy
66.44,27.85,0,1014,Cloudy
64.94,28.21,0,1012,Cloudy
61.62,28.73,0,1014,Cloudy
57.94,28.33,0,1014,Cloudy
60.5,28.57,0,1011,Cloudy
57.88,28.29,0,1012,Cloudy
60.25,27.73,0,1015,Cloudy
64.12,28.31,0,1014,Cloudy
68.12,28.71,0,1015,Cloudy
74.62,28.05,0,1015,Cloudy
71.88,28.24,0,1013,Cloudy
74.69,28.22,0,1012,Cloudy
72.81,28.48,0,1013,Cloudy
62.5,29.1,0,1015,Cloudy
74.69,27.95,0,1012,Cloudy
63.75,28.44,0,1016,Cloudy
62.38,28.37,0,1011,Cloudy
61.75,29.11,0,1013,Cloudy
56.81,29.45,0,1013,Cloudy
64.19,28.74,0,1016,Cloudy
64.56,29.05,0,1015,Cloudy
66.12,29,0,1010,Cloudy
62.75,29.26,0,1016,Cloudy
61.06,29.22,0,1013,Cloudy
63.38,29.25,0,1014,Cloudy
59.62,29.46,0,1014,Cloudy
54.06,29.93,0,1013,Sunny
58.81,29.87,0,1014,Sunny
59.5,30.13,0,1014,Sunny
58.19,30.61,0,1011,Sunny
60.5,30.51,0,1013,Sunny
59,30.55,0,1015,Sunny
58.06,30.69,0,1010,Sunny
63.94,29.78,0,1011,Sunny
66.06,29.8,0,1013,Sunny
65.75,29.83,0,1014,Sunny
67.38,29.74,0,1012,Sunny
67.44,29.48,0,1010,Cloudy
65.88,29.8,0,1011,Sunny
65.88,30.26,0,1015,Sunny
60.56,30.79,0,1010,Sunny
58.44,30.85,0,1015,Sunny
55.88,31.27,0,1013,Sunny
64.44,29.62,0,1012,Sunny
67.12,29.98,0,1014,Sunny
70.69,29.33,0,1013,Cloudy
74.44,28.94,0,1016,Cloudy
71.25,29.52,0,1013,Sunny
75.12,29.01,0,1012,Cloudy
77,28.94,0,1012,Cloudy
72.88,29.21,0,1014,Cloudy
77.88,28.7,0,1016,Cloudy
73.06,29.17,0,1013,Cloudy
71.31,29.44,0,1010,Cloudy
71.44,29.86,0,1011,Sunny
69.81,30.05,0,1016,Sunny
70.56,29.85,0,1012,Sunny
74.62,29.24,0,1012,Cloudy
78.56,28.88,0,1012,Cloudy
79.69,28.85,0,1010,Cloudy
78,29.04,0,1012,Cloudy
72,29.52,0,1011,Sunny
72.5,29.15,0,1016,Cloudy
69.38,29.47,0,1015,Cloudy
69.06,29.77,0,1013,Sunny
75,29.4,0,1013,Cloudy
74.44,29.33,0,1011,Cloudy
73.88,29.31,0,1011,Cloudy
71.75,30.06,0,1015,Sunny
73.19,29.78,0,1011,Sunny
71.69,29.77,0,1015,Sunny
71.88,29.91,0,1014,Sunny
77,29.57,0,1015,Sunny
78.5,29.35,0,1013,Cloudy
77.88,28.94,0,1010,Cloudy
72.44,29.4,0,1012,Cloudy
75.69,29.43,0,1012,Cloudy
74.25,29.78,0,1015,Sunny
76.56,29.85,0,1012,Sunny
82,29.07,0,1016,Cloudy
81.44,29.02,0,1014,Cloudy
80.38,29.04,0,1012,Cloudy
77.88,29.48,0,1011,Cloudy
79.69,29.11,0,1016,Cloudy
74.94,29.76,0,1016,Sunny
79.5,29.38,0,1016,Cloudy
78.19,29.47,0,1013,Cloudy
76.06,29.75,0,1014,Sunny
80.75,29.01,0,1015,Cloudy
78.31,29.51,0,1010,Sunny
81.06,29.3,0,1011,Cloudy
80.12,29.56,0,1016,Sunny
75.81,29.57,0,1014,Sunny
79.38,29.65,0,1015,Sunny
79,29.49,0,1015,Cloudy
78.31,29.76,0,1012,Sunny
78.38,29.18,0,1013,Cloudy
77.19,29.26,0,1014,Cloudy
79.25,28.73,0,1011,Cloudy
81.5,28.7,0,1016,Cloudy
78.25,28.61,0,1011,Cloudy
80.5,28.25,0,1012,Cloudy
80.25,28.42,0,1013,Cloudy
83,28.05,0,1015,Cloudy
77.56,28.72,0,1013,Cloudy
78.94,28.15,0,1013,Cloudy
78.69,28.81,0,1015,Cloudy
80.12,27.9,0,1016,Cloudy
79.38,28.28,0,1012,Cloudy
77.31,28.49,0,1016,Cloudy
76.69,29.08,0,1012,Cloudy
83.12,28.51,0,1014,Cloudy
80.69,28.08,0,1015,Cloudy
77,29.14,0,1016,Cloudy
84.25,28.77,0,1014,Cloudy
84.12,28.88,0,1013,Cloudy
88.25,27.94,0,1011,Cloudy
87.06,27.83,0,1010,Cloudy
86.88,27.84,0,1012,Cloudy
87.75,28.02,0,1014,Cloudy
83.88,28.33,0,1011,Cloudy
81,28.45,0,1014,Cloudy
81.12,28.6,0,1013,Cloudy
84.62,28.13,0,1015,Cloudy
87.69,27.87,0,1010,Cloudy
86,27.8,0,1014,Cloudy
84.25,28.26,0,1010,Cloudy
82.75,28.48,0,1015,Cloudy
81,28.51,0,1010,Cloudy
85.38,28.14,0,1016,Cloudy
86.12,28.44,0,1014,Cloudy
86.06,28.53,0,1011,Cloudy
87.81,28.33,0,1015,Cloudy
83.88,28.45,0,1011,Cloudy
84,28.15,0,1016,Cloudy
85.31,27.9,0,1014,Cloudy
83.81,27.77,0,1011,Cloudy
86.62,27.81,0,1013,Cloudy
85.25,27.1,1,1014,Rainy
83.94,26.88,1,1010,Rainy
84.81,27.65,0,1010,Cloudy
85.19,27.55,0,1012,Cloudy
88.56,27.35,1,1012,Rainy
86.38,27.44,1,1012,Rainy
84.81,27.34,1,1011,Rainy
85.88,27.33,1,1013,Rainy
87.94,27.48,1,1016,Rainy
86.75,26.79,1,1015,Rainy
86.5,27.31,1,1016,Rainy
86.31,27.5,0,1011,Cloudy
85.44,26.97,1,1014,Rainy
83.88,26.51,1,1011,Rainy
83.5,26.62,1,1012,Rainy
83.56,26.97,1,1013,Rainy
84.69,27.21,1,1012,Rainy
85.44,27.24,1,1011,Rainy
86.25,27.37,1,1013,Rainy
86.75,27.22,1,1014,Rainy
85.38,27.47,1,1010,Rainy
84.06,26.95,1,1015,Rainy
85.5,27.12,1,1011,Rainy
89.38,27,1,1015,Rainy
89.19,26.84,1,1012,Rainy
85.06,26.9,1,1011,Rainy
88.88,26.9,1,1015,Rainy
91,26.82,1,1012,Rainy
91.31,26.64,1,1011,Rainy
93,26.43,1,1016,Rainy
89.75,26.49,1,1012,Rainy
88.88,26.65,1,1016,Rainy
90.12,26.24,1,1016,Rainy
91.06,26.11,1,1014,Rainy
89.38,26.39,1,1014,Rainy
89.62,26.4,1,1011,Rainy
90,26.62,1,1016,Rainy
89.44,26.55,1,1016,Rainy
88.56,26.52,1,1014,Rainy
90.38,26.47,1,1011,Rainy
89.94,26.41,1,1012,Rainy
87.94,26.48,1,1015,Rainy
86.62,26.6,1,1013,Rainy
88.62,26.67,1,1011,Rainy
91.31,26.42,1,1012,Rainy
90.25,26.26,1,1012,Rainy
90.75,26.29,1,1015,Rainy
90.06,26.35,1,1012,Rainy
89,26.23,1,1010,Rainy
89.25,26.18,1,1013,Rainy
88.94,26.49,1,1016,Rainy
85.06,26.89,1,1015,Rainy
87.31,26.72,1,1014,Rainy
89.75,26.33,1,1012,Rainy
88.75,26.43,1,1016,Rainy
89.69,26.48,1,1013,Rainy
89.25,26.42,1,1015,Rainy
88.94,26.11,1,1016,Rainy
88.56,26.65,1,1015,Rainy
84.88,27,1,1012,Rainy
87.62,26.79,1,1013,Rainy
86.88,26.42,1,1013,Rainy
89.69,26.37,1,1016,Rainy
89.31,25.9,1,1015,Rainy
91.12,25.94,1,1016,Rainy
91,25.9,1,1010,Rainy
89.69,26.04,1,1010,Rainy
89.12,26.07,1,1010,Rainy
89,25.98,1,1010,Rainy
90.25,25.91,1,1013,Rainy
90.19,26.02,1,1014,Rainy
90.5,25.87,1,1016,Rainy
91.06,25.88,1,1012,Rainy
90,25.99,1,1010,Rainy
88.62,26.06,1,1015,Rainy
88.06,26.09,1,1016,Rainy
89.88,25.91,1,1012,Rainy
89.38,25.95,1,1015,Rainy
89.88,25.84,1,1012,Rainy
85.38,26.26,1,1012,Rainy
82.38,26.4,1,1013,Rainy
84.12,26.3,1,1015,Rainy
81.69,26.78,1,1015,Rainy
78.81,26.96,1,1010,Rainy
81.19,26.97,1,1012,Rainy
80.62,26.95,1,1010,Rainy
81.75,26.73,1,1016,Rainy
82.75,26.79,1,1012,Rainy
81.31,26.94,1,1011,Rainy
80.94,26.85,1,1015,Rainy
81.44,27.03,1,1013,Rainy
80.69,27.42,1,1011,Rainy
82.12,27.55,0,1013,Cloudy
81.81,27.33,1,1014,Rainy
81.69,27.33,1,1015,Rainy
84.25,27.04,1,1014,Rainy
82.12,27.19,1,1013,Rainy
77.81,27.65,0,1013,Cloudy
78.38,27.77,0,1010,Cloudy
83.06,27.58,0,1011,Cloudy
79.56,27.21,1,1013,Rainy
78.88,27.73,0,1010,Cloudy
78.94,27.83,0,1010,Cloudy
81.12,27.78,0,1012,Cloudy
85.12,26.54,1,1010,Rainy
87.44,26.48,1,1012,Rainy
84,27.35,1,1013,Rainy
83.62,27.67,0,1014,Cloudy
84.56,27.32,1,1016,Rainy
88.38,26.79,1,1013,Rainy
84.25,27.55,0,1013,Cloudy
83.19,27.42,1,1012,Rainy
83.81,27.74,0,1016,Cloudy
84.44,27.54,0,1013,Cloudy
84.69,27.08,1,1015,Rainy
83.81,27.11,1,1013,Rainy
80.31,27.37,1,1010,Rainy
83.56,27.9,0,1010,Cloudy
82.06,28.23,0,1011,Cloudy
84.56,27.32,1,1013,Rainy
82.94,26.91,1,1011,Rainy
78,27.6,0,1011,Cloudy
79.5,27.27,1,1014,Rainy
75,27.01,1,1011,Rainy
75.38,27.79,0,1012,Cloudy
81.75,27.3,1,1014,Rainy
84.25,27.05,1,1015,Rainy
78.19,26.81,1,1011,Rainy
81.5,26.98,1,1012,Rainy
80.81,27.27,1,1013,Rainy
76.81,28.2,0,1010,Cloudy
75.81,28.54,0,1012,Cloudy
71.75,28.99,0,1014,Cloudy
73.06,28.78,0,1013,Cloudy
74.88,28.48,0,1010,Cloudy
77.88,27.85,0,1011,Cloudy
70.31,28.8,0,1016,Cloudy
70.56,28.68,0,1010,Cloudy
78.81,27.32,1,1015,Rainy
81.25,27.59,0,1010,Cloudy
82.25,27.69,0,1016,Cloudy
74.12,28.61,0,1015,Cloudy
70.38,29.03,0,1012,Cloudy
69.25,28.61,0,1011,Cloudy
73.31,28.41,0,1013,Cloudy
73.62,28.13,0,1012,Cloudy
80.62,26.98,1,1012,Rainy
75.44,27.82,0,1012,Cloudy
78.5,27.45,1,1010,Rainy
76.12,27.7,0,1012,Cloudy
78.5,27.78,0,1012,Cloudy
76.62,28.12,0,1016,Cloudy
72.19,28.57,0,1012,Cloudy
82.25,27.41,1,1015,Rainy
80.31,27.87,0,1016,Cloudy
79.75,28.07,0,1011,Cloudy
77.81,28.37,0,1011,Cloudy
79,28.22,0,1012,Cloudy
78.19,28.08,0,1012,Cloudy
72.69,28.77,0,1016,Cloudy
82.75,27.65,0,1013,Cloudy
77.94,27.98,0,1011,Cloudy
79.81,27.6,0,1010,Cloudy
75.06,28.31,0,1010,Cloudy
66.75,28.31,0,1016,Cloudy
64.69,28.22,0,1016,Cloudy
69.69,29.05,0,1010,Cloudy
73.44,28.76,0,1014,Cloudy
75.25,28.31,0,1014,Cloudy
71,28.32,0,1010,Cloudy
67.88,28.98,0,1010,Cloudy
71.62,28.87,0,1012,Cloudy
72.56,28.72,0,1011,Cloudy
74.56,28.52,0,1013,Cloudy
71.12,28.98,0,1016,Cloudy
68.81,28.9,0,1013,Cloudy
68,28.82,0,1014,Cloudy
71.12,28.48,0,1014,Cloudy
70.94,28.66,0,1012,Cloudy
72.56,28.6,0,1013,Cloudy
74.25,28.15,0,1012,Cloudy
74,27.9,0,1016,Cloudy
72.62,27.8,0,1011,Cloudy
71.38,27.73,0,1015,Cloudy
75.12,27.76,0,1013,Cloudy
69,28.01,0,1012,Cloudy
70.56,27.92,0,1016,Cloudy
71.5,27.6,0,1012,Cloudy
77.19,27.5,0,1014,Cloudy
73.75,28.23,0,1011,Cloudy
74,28.3,0,1012,Cloudy
75.44,28.29,0,1013,Cloudy
74.56,28.3,0,1015,Cloudy
74.5,27.94,0,1014,Cloudy
73.38,27.77,0,1012,Cloudy
71.62,28.23,0,1015,Cloudy
78.56,27.03,1,1015,Rainy
67.25,27.59,0,1016,Cloudy
63.94,27.98,0,1012,Cloudy
59.62,27.49,1,1011,Rainy
55.19,26.9,1,1010,Rainy
54.75,26.52,1,1010,Rainy
58.06,26.6,1,1011,Rainy
59.12,26.15,1,1011,Rainy
62,26.69,1,1012,Rainy
60.94,26.86,1,1016,Rainy
64.44,27.55,0,1012,Cloudy
59.44,27.38,1,1011,Rainy
60,27.51,0,1013,Cloudy
65.81,27.57,0,1015,Cloudy
62.56,28.08,0,1011,Cloudy
59.62,27.87,0,1013,Cloudy
66.31,27.97,0,1013,Cloudy
64.88,28.26,0,1010,Cloudy
61.44,27.98,0,1011,Cloudy
62.25,28.12,0,1014,Cloudy
59.19,27.79,0,1013,Cloudy
63.44,27.23,1,1014,Rainy
59,27.73,0,1014,Cloudy
56,27.12,1,1016,Rainy
59.5,27.16,1,1014,Rainy
64.19,27.51,0,1013,Cloudy
71.12,27.55,0,1010,Cloudy
71.19,27.7,0,1015,Cloudy
73.56,27.71,0,1016,Cloudy
74.56,27.69,0,1011,Cloudy
73.62,27.74,0,1012,Cloudy
69.25,28.15,0,1014,Cloudy
66.06,28.37,0,1012,Cloudy
60.62,28.54,0,1011,Cloudy
62.5,28.35,0,1014,Cloudy
63.12,28.55,0,1010,Cloudy
62.06,29.09,0,1014,Cloudy
54,30.31,0,1011,Sunny
64.56,29.65,0,1013,Sunny
67.5,29.15,0,1012,Cloudy
67.44,28.9,0,1010,Cloudy
